label	norm	preferred_surface	count_hint_sum	n_sources	source_files	variants
PERSON	what's this? punabbasu	What's this? Punabbasu	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Punabbasu
PERSON	what's this? punna	What's this? Punna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Punna
PERSON	what's this? punna mantaniputta	What's this? Punna Mantaniputta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Punna Mantaniputta
PERSON	what's this? punnaka	What's this? Punnaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Punnaka
PERSON	what's this? punnika	What's this? Punnika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Punnika
PERSON	what's this? pāvā	What's this? Pāvā	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Pāvā
PERSON	what's this? pāṭaliputta	What's this? Pāṭaliputta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Pāṭaliputta
PERSON	what's this? pūraṇa kassapa	What's this? Pūraṇa Kassapa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Pūraṇa Kassapa
PERSON	what's this? queen mallika	What's this? Queen Mallika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Queen Mallika
PERSON	what's this? queen mallikaa	What's this? Queen Mallikaa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Queen Mallikaa
PERSON	what's this? queen mallikā	What's this? Queen Mallikā	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Queen Mallikā
PERSON	what's this? radha	What's this? Radha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Radha
PERSON	what's this? rahula	What's this? Rahula	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rahula
PERSON	what's this? rahula the fortunate	What's this? Rahula the Fortunate	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rahula the Fortunate
PERSON	what's this? raja	What's this? Raja	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Raja
PERSON	what's this? rajagir	What's this? Rajagir	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rajagir
PERSON	what's this? rakkhita	What's this? Rakkhita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rakkhita
PERSON	what's this? rama	What's this? Rama	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rama
PERSON	what's this? ramagama	What's this? Ramagama	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ramagama
PERSON	what's this? rammaka	What's this? Rammaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rammaka
PERSON	what's this? resplendent one	What's this? Resplendent One	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Resplendent One
PERSON	what's this? revata	What's this? Revata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Revata
PERSON	what's this? reverend gotama	What's this? Reverend Gotama	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Reverend Gotama
PERSON	what's this? rohana	What's this? Rohana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rohana
PERSON	what's this? rohini's father	What's this? Rohini's father	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rohini's father
PERSON	what's this? roja	What's this? Roja	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Roja
PERSON	what's this? rosika	What's this? Rosika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rosika
PERSON	what's this? rucira	What's this? Rucira	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Rucira
PERSON	what's this? saariputta	What's this? Saariputta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Saariputta
PERSON	what's this? saavatthii	What's this? Saavatthii	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Saavatthii
PERSON	what's this? saavatthii kassapa	What's this? Saavatthii Kassapa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Saavatthii Kassapa
PERSON	what's this? saccaka the nigantha	What's this? Saccaka the Nigantha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Saccaka the Nigantha
PERSON	what's this? saccanama	What's this? Saccanama	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Saccanama
PERSON	what's this? sadamatta	What's this? Sadamatta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sadamatta
PERSON	what's this? sahadhammas	What's this? Sahadhammas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sahadhammas
PERSON	what's this? sahali	What's this? Sahali	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sahali
PERSON	what's this? sahampati brahma	What's this? Sahampati Brahma	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sahampati Brahma
PERSON	what's this? salavatika	What's this? Salavatika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Salavatika
PERSON	what's this? salha	What's this? Salha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Salha
PERSON	what's this? samana	What's this? Samana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Samana
PERSON	what's this? samanas	What's this? Samanas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Samanas
PERSON	what's this? samiddhi	What's this? Samiddhi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Samiddhi
PERSON	what's this? samyutta	What's this? Samyutta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Samyutta
PERSON	what's this? sanankumara	What's this? Sanankumara	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sanankumara
PERSON	what's this? sandha	What's this? Sandha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sandha
PERSON	what's this? sangaarava	What's this? Sangaarava	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sangaarava
PERSON	what's this? sangarava	What's this? Sangarava	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sangarava
PERSON	what's this? santacitta	What's this? Santacitta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Santacitta
PERSON	what's this? santusita	What's this? Santusita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Santusita
PERSON	what's this? santuttha	What's this? Santuttha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Santuttha
PERSON	what's this? sarabhanga	What's this? Sarabhanga	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sarabhanga
PERSON	what's this? sarabhu	What's this? Sarabhu	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sarabhu
PERSON	what's this? sarabhū	What's this? Sarabhū	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sarabhū
PERSON	what's this? sarakaani	What's this? Sarakaani	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sarakaani
PERSON	what's this? sarassati	What's this? Sarassati	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sarassati
PERSON	what's this? sata	What's this? Sata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sata
PERSON	what's this? sattha	What's this? Sattha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sattha
PERSON	what's this? savatthia	What's this? Savatthia	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Savatthia
PERSON	what's this? sayha	What's this? Sayha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sayha
PERSON	what's this? sañjaya	What's this? Sañjaya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sañjaya
PERSON	what's this? sedaka	What's this? Sedaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sedaka
PERSON	what's this? seeing one	What's this? Seeing One	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Seeing One
PERSON	what's this? sela	What's this? Sela	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sela
PERSON	what's this? serisakka	What's this? Serisakka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Serisakka
PERSON	what's this? sesavati	What's this? Sesavati	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sesavati
PERSON	what's this? setabya	What's this? Setabya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Setabya
PERSON	what's this? sigala	What's this? Sigala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sigala
PERSON	what's this? siha	What's this? Siha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Siha
PERSON	what's this? sikhi	What's this? Sikhi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sikhi
PERSON	what's this? sir potthapada	What's this? Sir Potthapada	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sir Potthapada
PERSON	what's this? sirima	What's this? Sirima	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sirima
PERSON	what's this? sister sisupacala	What's this? Sister Sisupacala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sister Sisupacala
PERSON	what's this? sister upacala	What's this? Sister Upacala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sister Upacala
PERSON	what's this? sisupacala	What's this? Sisupacala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sisupacala
PERSON	what's this? sivaka	What's this? Sivaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sivaka
PERSON	what's this? sobhita	What's this? Sobhita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sobhita
PERSON	what's this? sona	What's this? Sona	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sona
PERSON	what's this? soni	What's this? Soni	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Soni
PERSON	what's this? sopaka	What's this? Sopaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sopaka
PERSON	what's this? sorata	What's this? Sorata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sorata
PERSON	what's this? spiritually ennobled one	What's this? Spiritually Ennobled One	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Spiritually Ennobled One
PERSON	what's this? stainless one	What's this? Stainless One	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Stainless One
PERSON	what's this? subahu	What's this? Subahu	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Subahu
PERSON	what's this? subhadda the wanderer	What's this? Subhadda the Wanderer	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Subhadda the Wanderer
PERSON	what's this? subhadda the wandering	What's this? Subhadda the wandering	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Subhadda the wandering
PERSON	what's this? subhakinna	What's this? Subhakinna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Subhakinna
PERSON	what's this? subrahma	What's this? Subrahma	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Subrahma
PERSON	what's this? sucitti	What's this? Sucitti	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sucitti
PERSON	what's this? sudassa	What's this? Sudassa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sudassa
PERSON	what's this? sudassana	What's this? Sudassana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sudassana
PERSON	what's this? sudassi	What's this? Sudassi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sudassi
PERSON	what's this? sudatta	What's this? Sudatta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sudatta
PERSON	what's this? suddhodana	What's this? Suddhodana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suddhodana
PERSON	what's this? sugata	What's this? Sugata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sugata
PERSON	what's this? sujata	What's this? Sujata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sujata
PERSON	what's this? sujātā	What's this? Sujātā	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sujātā
PERSON	what's this? sukha	What's this? Sukha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sukha
PERSON	what's this? sumana	What's this? Sumana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sumana
PERSON	what's this? sumangala	What's this? Sumangala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sumangala
PERSON	what's this? sumukha	What's this? Sumukha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sumukha
PERSON	what's this? sunakkhatta	What's this? Sunakkhatta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sunakkhatta
PERSON	what's this? sundara	What's this? Sundara	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sundara
PERSON	what's this? sundarika	What's this? Sundarika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sundarika
PERSON	what's this? sundarika bharadvaja	What's this? Sundarika Bharadvaja	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sundarika Bharadvaja
PERSON	what's this? sunidha	What's this? Sunidha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sunidha
PERSON	what's this? sunimmita	What's this? Sunimmita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sunimmita
PERSON	what's this? sunīdha	What's this? Sunīdha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sunīdha
PERSON	what's this? supannas	What's this? Supannas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Supannas
PERSON	what's this? suppabuddha	What's this? Suppabuddha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppabuddha
PERSON	what's this? suppagedha	What's this? Suppagedha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppagedha
PERSON	what's this? suppanas	What's this? Suppanas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppanas
PERSON	what's this? supparaka	What's this? Supparaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Supparaka
PERSON	what's this? suppatitthita	What's this? Suppatitthita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppatitthita
PERSON	what's this? suppavāsā's	What's this? Suppavāsā's	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppavāsā's
PERSON	what's this? suppāraka	What's this? Suppāraka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suppāraka
PERSON	what's this? supreme buddha	What's this? Supreme Buddha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Supreme Buddha
PERSON	what's this? sura	What's this? Sura	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sura
PERSON	what's this? surasena	What's this? Surasena	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Surasena
PERSON	what's this? surasenas	What's this? Surasenas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Surasenas
PERSON	what's this? suriya	What's this? Suriya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suriya
PERSON	what's this? suro	What's this? Suro	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suro
PERSON	what's this? susima the wanderer	What's this? Susima the wanderer	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Susima the wanderer
PERSON	what's this? sutava	What's this? Sutava	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sutava
PERSON	what's this? sutavan	What's this? Sutavan	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sutavan
PERSON	what's this? suyama	What's this? Suyama	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Suyama
PERSON	what's this? sāmaṇḍakāni	What's this? Sāmaṇḍakāni	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sāmaṇḍakāni
PERSON	what's this? sāmāvatī	What's this? Sāmāvatī	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sāmāvatī
PERSON	what's this? sāriputta	What's this? Sāriputta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Sāriputta
PERSON	what's this? taayana	What's this? Taayana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Taayana
PERSON	what's this? tadadhimutta	What's this? Tadadhimutta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tadadhimutta
PERSON	what's this? tagarasikhin	What's this? Tagarasikhin	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tagarasikhin
PERSON	what's this? tapussa	What's this? Tapussa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tapussa
PERSON	what's this? tatha	What's this? Tatha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tatha
PERSON	what's this? tathaagata	What's this? Tathaagata	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tathaagata
PERSON	what's this? tathagatha	What's this? Tathagatha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tathagatha
PERSON	what's this? tatojasi	What's this? Tatojasi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tatojasi
PERSON	what's this? tatotala	What's this? Tatotala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tatotala
PERSON	what's this? tattala	What's this? Tattala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tattala
PERSON	what's this? tejasi	What's this? Tejasi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tejasi
PERSON	what's this? tejo	What's this? Tejo	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tejo
PERSON	what's this? tissa	What's this? Tissa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tissa
PERSON	what's this? todeyya	What's this? Todeyya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Todeyya
PERSON	what's this? todeyya 's son	What's this? Todeyya 's son	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Todeyya 's son
PERSON	what's this? todeyya's son	What's this? Todeyya's son	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Todeyya's son
PERSON	what's this? tuttha	What's this? Tuttha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Tuttha
PERSON	what's this? u.n.naabha	What's this? U.n.naabha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? U.n.naabha
PERSON	what's this? ubbiri	What's this? Ubbiri	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ubbiri
PERSON	what's this? uccangamaya	What's this? Uccangamaya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uccangamaya
PERSON	what's this? uccaya	What's this? Uccaya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uccaya
PERSON	what's this? udaayii	What's this? Udaayii	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Udaayii
PERSON	what's this? udaya	What's this? Udaya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Udaya
PERSON	what's this? udayi	What's this? Udayi	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Udayi
PERSON	what's this? udañña	What's this? Udañña	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Udañña
PERSON	what's this? uddaka	What's this? Uddaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uddaka
PERSON	what's this? uddaka ramaputta	What's this? Uddaka Ramaputta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uddaka Ramaputta
PERSON	what's this? udāyin	What's this? Udāyin	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Udāyin
PERSON	what's this? ugga	What's this? Ugga	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ugga
PERSON	what's this? uggahamana	What's this? Uggahamana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uggahamana
PERSON	what's this? ummapupphanibha	What's this? Ummapupphanibha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ummapupphanibha
PERSON	what's this? unrivalled one	What's this? Unrivalled One	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Unrivalled One
PERSON	what's this? upacala	What's this? Upacala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upacala
PERSON	what's this? upaka	What's this? Upaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upaka
PERSON	what's this? upali	What's this? Upali	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upali
PERSON	what's this? upananda	What's this? Upananda	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upananda
PERSON	what's this? upanita	What's this? Upanita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upanita
PERSON	what's this? uparittha	What's this? Uparittha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uparittha
PERSON	what's this? upasabha	What's this? Upasabha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upasabha
PERSON	what's this? upasidari	What's this? Upasidari	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upasidari
PERSON	what's this? upasiva	What's this? Upasiva	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upasiva
PERSON	what's this? upatissa	What's this? Upatissa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Upatissa
PERSON	what's this? uppala	What's this? Uppala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uppala
PERSON	what's this? uppalavanna	What's this? Uppalavanna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uppalavanna
PERSON	what's this? uruvelakappa	What's this? Uruvelakappa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uruvelakappa
PERSON	what's this? usabha	What's this? Usabha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Usabha
PERSON	what's this? uttara	What's this? Uttara	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uttara
PERSON	what's this? uttiya	What's this? Uttiya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Uttiya
PERSON	what's this? vaccha	What's this? Vaccha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vaccha
PERSON	what's this? vacchagotta	What's this? Vacchagotta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vacchagotta
PERSON	what's this? vaisravana	What's this? Vaisravana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vaisravana
PERSON	what's this? vajira	What's this? Vajira	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vajira
PERSON	what's this? vajirahattha	What's this? Vajirahattha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vajirahattha
PERSON	what's this? vajji	What's this? Vajji	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vajji
PERSON	what's this? vakkali	What's this? Vakkali	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vakkali
PERSON	what's this? vamadeva	What's this? Vamadeva	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vamadeva
PERSON	what's this? vamaka	What's this? Vamaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vamaka
PERSON	what's this? vangisa	What's this? Vangisa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vangisa
PERSON	what's this? vansa	What's this? Vansa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vansa
PERSON	what's this? varuna	What's this? Varuna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Varuna
PERSON	what's this? varunas	What's this? Varunas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Varunas
PERSON	what's this? vasabha	What's this? Vasabha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasabha
PERSON	what's this? vasavassa	What's this? Vasavassa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasavassa
PERSON	what's this? vasavatti mara	What's this? Vasavatti Mara	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasavatti Mara
PERSON	what's this? vasettha	What's this? Vasettha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasettha
PERSON	what's this? vasitthas	What's this? Vasitthas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasitthas
PERSON	what's this? vassakāra	What's this? Vassakāra	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vassakāra
PERSON	what's this? vasus	What's this? Vasus	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vasus
PERSON	what's this? vataraga	What's this? Vataraga	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vataraga
PERSON	what's this? vedehika	What's this? Vedehika	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vedehika
PERSON	what's this? veghanas	What's this? Veghanas	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Veghanas
PERSON	what's this? veghanasa	What's this? Veghanasa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Veghanasa
PERSON	what's this? vehapphala	What's this? Vehapphala	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Vehapphala
PERSON	what's this? velukandaki	What's this? Velukandaki	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Velukandaki
PERSON	what's this? veluvana	What's this? Veluvana	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Veluvana
PERSON	what's this? velāma	What's this? Velāma	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Velāma
PERSON	what's this? ven . maha kassapa	What's this? Ven . Maha Kassapa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven . Maha Kassapa
PERSON	what's this? ven . pukkusati	What's this? Ven . Pukkusati	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven . Pukkusati
PERSON	what's this? ven . punna	What's this? Ven . Punna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven . Punna
PERSON	what's this? ven. adhimutta	What's this? Ven. Adhimutta	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Adhimutta
PERSON	what's this? ven. ajita	What's this? Ven. Ajita	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Ajita
PERSON	what's this? ven. anuraadha	What's this? Ven. Anuraadha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Anuraadha
PERSON	what's this? ven. anuruddha	What's this? Ven. Anuruddha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Anuruddha
PERSON	what's this? ven. arittha	What's this? Ven. Arittha	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Arittha
PERSON	what's this? ven. assaji	What's this? Ven. Assaji	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Assaji
PERSON	what's this? ven. aññāta koṇḍañña	What's this? Ven. Aññāta Koṇḍañña	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Aññāta Koṇḍañña
PERSON	what's this? ven. bahuna	What's this? Ven. Bahuna	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Bahuna
PERSON	what's this? ven. bhaddiya	What's this? Ven. Bhaddiya	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Bhaddiya
PERSON	what's this? ven. bharadvaja	What's this? Ven. Bharadvaja	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Bharadvaja
PERSON	what's this? ven. bhumija	What's this? Ven. Bhumija	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Bhumija
PERSON	what's this? ven. channa	What's this? Ven. Channa	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Channa
PERSON	what's this? ven. cundaka	What's this? Ven. Cundaka	1	1	graph/entities/TEXT/persons_inc_missing.txt	What's this? Ven. Cundaka
